,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22,full_address,location,latitude,longitude,weight
208,1012883,Child Care Center,Central Lutheran Church Child Care Center,259 W Wabasha St,,,Winona,MN,55987,Winona,(507) 452-5493,Active,Central Lutheran Church Child Care Center,84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/23/2001,01/01/2023,12/31/2023,   ,,259 W Wabasha St Winona MN 55987,"259 W Wabasha St, Winona, MN 55987, USA",44.049829,-91.6447791,
209,1113282,Child Care Center,Centralowry Academy Inc.,2332 CENTRAL AVE NE,,,Minneapolis,MN,55418,Hennepin,(612) 345-7873,Active,Centralowry Academy Inc.,60 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/11/2022,01/01/2023,12/31/2023,   ,,2332 CENTRAL AVE NE Minneapolis MN 55418,"2332 NE Central Ave, Minneapolis, MN 55418, USA",45.0116949,-93.247593,
211,830823,Child Care Center,Chaska Head Start,303 E 6th St,,,Chaska,MN,55318,Carver,(952) 567-8209,Active,Scott-Carver-Dakota Cap Agency Inc.,17 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/10/1998,01/01/2023,12/31/2023,   ,,303 E 6th St Chaska MN 55318,"303 E 6th St, Chaska, MN 55318, USA",44.790291,-93.5982767,
212,1106491,Child Care Center,Chester Creek Montessori,1602 E 2ND ST,,,Duluth,MN,55812,St. Louis,(218) 721-8381,Active,RSH Education LLC,20 ,Service: Day time child care Ages Served: Preschool       ,"Per state fire marshal, no more than 5 children under 30 months of age",Child Care Center,Minnesota Department of Human Services,01/19/2023,01/19/2023,12/31/2023,   ,,1602 E 2ND ST Duluth MN 55812,"1602 E 2nd St, Duluth, MN 55812, USA",46.8034912,-92.07985889999999,
213,1099629,Child Care Center,Chicago Child Care Center Inc. ,1910 CHICAGO AVE,,,Minneapolis,MN,55404,Hennepin,(612) 644-7184,Active,Chicago Child Care Center Inc. ,114,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/31/2019,01/01/2023,12/31/2023,   ,,1910 CHICAGO AVE Minneapolis MN 55404,"1910 Chicago Ave, Minneapolis, MN 55404, USA",44.9633913,-93.2629813,
215,1104279,Child Care Center,Child Care Resource & Referral - Jeremiah,2915 JEREMIAH LN NW,,,Rochester,MN,55901,Olmsted,(507) 601-7087,Active,"Child Care Resource and Referral, Inc.",68 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/31/2020,01/01/2023,12/31/2023,   ,,2915 JEREMIAH LN NW Rochester MN 55901,"2915 Jeremiah Ln NW, Rochester, MN 55901, USA",44.0449941,-92.5050574,
216,804236,Child Care Center,Child Care Resource & Referral Head Start,1026 E Center St,,,Rochester,MN,55904,Olmsted,(507) 287-2020,Active,"Child Care Resource and Referral, Inc.",192,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/30/1991,01/01/2023,12/31/2023,   ,,1026 E Center St Rochester MN 55904,"1026 E Center St, Rochester, MN 55904, USA",44.0231352,-92.44970359999999,
217,800371,Child Care Center,Child Care Resource and Referral Head Start,211 W Richway Dr,Brookside Education Center,,Albert Lea,MN,56007,Freeborn,(507) 379-5160,Active,"Child Care Resource and Referral, Inc.",40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/18/1986,01/01/2023,12/31/2023,   ,,211 W Richway Dr Albert Lea MN 56007,"211 W Richway Dr, Albert Lea, MN 56007, USA",43.6636168,-93.3718018,
218,800376,Child Care Center,Child Development and Learning Center,13801 Fairview Dr,,,Burnsville,MN,55337,Dakota,(952) 435-8105,Active,"Prince of Peace Lutheran Church of Burnsville, Minnesota",100,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/06/1971,01/01/2023,12/31/2023,   ,,13801 Fairview Dr Burnsville MN 55337,"13801 Fairview Dr, Burnsville, MN 55337, USA",44.752195,-93.2746442,
219,800379,Child Care Center,Child Garden Total Environment Montessori School,1601 LAUREL AVE,,,Minneapolis,MN,55403,Hennepin,(612) 377-1698,Active,Child Garden (Total Environment) Montessori School and Day Care Center,246,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1979,01/01/2023,12/31/2023,   ,,1601 LAUREL AVE Minneapolis MN 55403,"1601 Laurel Ave W, Minneapolis, MN 55403, USA",44.9737867,-93.28600709999999,
220,1095744,Child Care Center,"Child's Play of St Cloud of MN, INC",1401 West St Germain St,,,Saint Cloud,MN,56301,Stearns,(320) 259-4540,Active,Child's Play of St. Cloud MN Inc.,82 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/2018,01/01/2023,12/31/2023,   ,,1401 West St Germain St Saint Cloud MN 56301,"1401 W St Germain St, St Cloud, MN 56301, USA",45.5569046,-94.1689018,
221,1007151,Child Care Center,Children First Christian Preschool,2100 Riverview Dr, , ,Little Falls,MN,56345,Morrison,(320) 632-6667,Active,First Lutheran Church,32 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/29/2000,01/01/2023,12/31/2023,   ,,2100 Riverview Dr Little Falls MN 56345,"2100 Riverview Dr, Little Falls, MN 56345, USA",45.99814749999999,-94.3527136,
222,1025811,Child Care Center,Children of Grace Childcare Education Center,4010 9th Ave W,,,Hibbing,MN,55746,St. Louis,(218) 263-5683,Active,Grace Lutheran Church,81 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/22/2003,01/01/2023,12/31/2023,   ,,4010 9th Ave W Hibbing MN 55746,"4010 9th Ave W, Hibbing, MN 55746, USA",47.4031168,-92.951055,
223,830355,Child Care Center,Children of Hope Preschool,5730 179th Ln,,,Ramsey,MN,55303,Anoka,(763) 753-2057,Active,Cross of Hope Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1997,01/01/2023,12/31/2023,   ,,5730 179th Ln Ramsey MN 55303,"5730 179th Ln NW, Ramsey, MN 55303, USA",45.2947764,-93.41107029999999,
224,1088719,Child Care Center,Children of Joy Preschool,825 Golf Ave SW,,,Pine City,MN,55063,Pine,(320) 629-2985,Active,Children of Joy Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2018,01/01/2023,12/31/2023,   ,,825 Golf Ave SW Pine City MN 55063,"825 Golf Ave SW, Pine City, MN 55063, USA",45.8140632,-92.9746613,
225,1021418,Child Care Center,Children of Tomorrow,1490 LAKE DR W,,,Chanhassen,MN,55317,Carver,(952) 448-7829,Active,COT Learning Center Inc.,205,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2003,01/01/2023,12/31/2023,   ,,1490 LAKE DR W Chanhassen MN 55317,"1490 Lake Dr W, Chanhassen, MN 55317, USA",44.8526539,-93.55931210000001,
226,1046049,Child Care Center,"Children of Tomorrow Learning Center, Waconia Inc",410 10TH ST E,,,Waconia,MN,55387,Carver,(952) 443-9900,Active,"Children of Tomorrow Learning Center, Waconia Inc.",162,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/04/2007,01/01/2023,12/31/2023,   ,,410 10TH ST E Waconia MN 55387,"410 10th St, Waconia, MN 55387, USA",44.8405813,-93.7786714,
227,1088343,Child Care Center,Children of Tomorrow Learning Centers Carver,4745 Dahlgren Rd,,,Carver,MN,55315,Carver,(952) 466-2603,Active,"COT Learning Center Carver, Inc.",137,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2017,01/01/2023,12/31/2023,   ,,4745 Dahlgren Rd Carver MN 55315,"4745 Dahlgren Rd, Carver, MN 55315, USA",44.7606142,-93.6441861,
228,1083642,Child Care Center,Children of Tomorrow NYA,316 W Hwy 212,,,Norwood Young America,MN,55368,Carver,(952) 467-2610,Active,"COT Learning Center NYA, Inc.",88 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/03/2017,01/01/2023,12/31/2023,   ,,316 W Hwy 212 Norwood Young America MN 55368,"212 West St, Norwood Young America, MN 55368, USA",44.768436,-93.934527,
229,800425,Child Care Center,Children Village Montessori Day Care Center Inc.,2515 E 26TH ST,,,Minneapolis,MN,55406,Hennepin,(612) 378-7730,Active,Children Village Montessori Day Care Center Inc.,126,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/02/1976,01/01/2023,12/31/2023,   ,,2515 E 26TH ST Minneapolis MN 55406,"2515 E 26th St, Minneapolis, MN 55406, USA",44.9552395,-93.23567249999999,
230,804287,Child Care Center,Children's Ark Hourly Child Care Program (The),7520 Golden Vly Rd,,,Golden Valley,MN,55427,Hennepin,(763) 545-9042,Active,Calvary Lutheran Church of Golden Valley,34 ,Service: Drop-In child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1964,01/01/2023,12/31/2023,   ,,7520 Golden Vly Rd Golden Valley MN 55427,"7520 Golden Valley Rd, Golden Valley, MN 55427, USA",44.9874071,-93.3761696,
231,800056,Child Care Center,Children's Center (The),605 James Ave,,,Albert Lea,MN,56007,Freeborn,(507) 373-7979,Active,Children's Center (The),157,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1986,01/01/2023,12/31/2023,   ,,605 James Ave Albert Lea MN 56007,"605 James Ave, Albert Lea, MN 56007, USA",43.6435327,-93.36479279999999,
232,803874,Child Care Center,Children's Center (The),801 Luther Place,,,Albert Lea,MN,56007,Freeborn,(507) 373-7979,Active,Children's Center (The),48 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1991,01/01/2023,12/31/2023,   ,,801 Luther Place Albert Lea MN 56007,"801 Luther Pl, Albert Lea, MN 56007, USA",43.6555857,-93.3898868,
233,802483,Child Care Center,Children's Center Montessori School (The),1536 Minnehaha Ave W,,,Saint Paul,MN,55104,Ramsey,(651) 645-6053,Active,"Children's Center, Inc. (The)",30 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/31/1971,01/01/2023,12/31/2023,   ,,1536 Minnehaha Ave W Saint Paul MN 55104,"1536 W Minnehaha Ave, St Paul, MN 55104, USA",44.9625882,-93.1657228,
234,800396,Child Care Center,Children's Corner Early Learning Center,3821 Abbott Dr Rm 201 & 201A,,,Willmar,MN,56201,Kandiyohi,(320) 235-2529,Active,Willmar Assembly of God,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/07/1972,01/01/2023,12/31/2023,   ,,3821 Abbott Dr Rm 201 & 201A Willmar MN 56201,"3821 Abbott Dr Rm 201, Willmar, MN 56201, USA",45.087808,-95.0406596,
235,800394,Child Care Center,Children's Corner Learning Center,2300 COLLEGE WAY,P.O. BOX 696,,Fergus Falls,MN,56537,Otter Tail,(218) 739-2847,Active,Fergus Falls Community Child Care Center,82 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/16/1971,01/01/2023,12/31/2023,   ,,2300 COLLEGE WAY Fergus Falls MN 56537,"2300 College Way, Fergus Falls, MN 56537, USA",46.2918543,-96.1139165,
236,800397,Child Care Center,Children's Country Day School,1588 S Victoria Rd, , ,Mendota Heights,MN,55118,Dakota,(651) 454-4000,Active,"Children's Country Day School, Inc.",135,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/13/1977,01/01/2023,12/31/2023,   ,,1588 S Victoria Rd Mendota Heights MN 55118,"1588 Victoria Rd, Mendota Heights, MN 55118, USA",44.8986419,-93.1358186,
237,800398,Child Care Center,Children's Country Preschool,11024 CHURCH ST NE,,,Hanover,MN,55341,Wright,(763) 498-8938,Active,St. Paul's Lutheran Church,58 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1973,01/01/2023,12/31/2023,   ,,11024 CHURCH ST NE Hanover MN 55341,"11024 Church St NE, Hanover, MN 55341, USA",45.15640699999999,-93.6651894,
238,800399,Child Care Center,Children's Day Montessori,3124 Southway Dr, ,,Saint Cloud,MN,56301,Stearns,(320) 251-0865,Active,Children's Day Montessori,80 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/01/1986,01/01/2023,12/31/2023,   ,,3124 Southway Dr Saint Cloud MN 56301,"3124 Southway Dr, St Cloud, MN 56301, USA",45.5178247,-94.1636178,
239,1014894,Child Care Center,Children's Discovery Academy of Early Learning,3665 Talmage Circle, , ,Vadnais Heights,MN,55110,Ramsey,(651) 653-9871,Active,"Children's Discovery Child Care & Learning Centers, Inc.",134,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2002,01/01/2023,12/31/2023,   ,,3665 Talmage Circle Vadnais Heights MN 55110,"3665 Talmage Cir, St Paul, MN 55110, USA",45.0521864,-93.0571013,
240,1014899,Child Care Center,Children's Discovery Academy of Early Learning,433 E Little Canada Rd, , ,Little Canada,MN,55117,Ramsey,(651) 484-4931,Active,"Children's Discovery Child Care & Learning Centers, Inc.",118,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2002,01/01/2023,12/31/2023,   ,,433 E Little Canada Rd Little Canada MN 55117,"433 Little Canada Rd E, Little Canada, MN 55117, USA",45.0213685,-93.08235669999999,
241,800403,Child Care Center,Children's Farm School,13241 30th St N,,,Stillwater,MN,55082,Washington,(651) 439-7745,Active,Childrens Farm Inc D/B/A Childrens Farm School (The),20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1976,01/01/2023,12/31/2023,   ,,13241 30th St N Stillwater MN 55082,"13241 30th St N, Stillwater, MN 55082, USA",44.9907449,-92.83665,
242,809321,Child Care Center,Children's House,150 Wiecking Center,"MN State University, Mankato",,Mankato,MN,56001,Blue Earth,(507) 389-1645,Active,Minnesota State University,90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/21/1995,01/01/2023,12/31/2023,   ,,150 Wiecking Center Mankato MN 56001,"Wiecking Center, Malin St, Mankato, MN 56001, USA",44.1513244,-94.0005834,
243,800419,Child Care Center,Children's Kingdom Preschool,911 S Prairie Ave,,,Fairmont,MN,56031,Martin,(507) 235-2650,Active,St. John Vianney School,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/17/1990,01/01/2023,12/31/2023,   ,,911 S Prairie Ave Fairmont MN 56031,"911 S Prairie Ave, Fairmont, MN 56031, USA",43.6440618,-94.4564833,
244,1095453,Child Care Center,Children's School (The) ,3121 GROVELAND SCHOOL RD,,,Wayzata,MN,55391,Hennepin,(952) 381-7658,Active,The Children's School LLC,27 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2018,01/01/2023,12/31/2023,   ,,3121 GROVELAND SCHOOL RD Wayzata MN 55391,"3121 Groveland School Rd, Wayzata, MN 55391, USA",44.9446848,-93.498361,
245,1005240,Child Care Center,Children's Way Preschool,3382 North Lexington Ave, , ,Shoreview,MN,55126,Ramsey,(651) 484-5719,Active,Presbyterian Church of the Way,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/25/2000,01/01/2023,12/31/2023,   ,,3382 North Lexington Ave Shoreview MN 55126,"3570Lexington Ave N, Lexington Ave N #301, St Paul, MN 55126, USA",45.0491845,-93.1464422,
246,810864,Child Care Center,Children's Workshop,2190 W WAYZATA BLVD,,,Long Lake,MN,55356,Hennepin,(763) 577-4244,Active,Children's Workshop,121,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1996,01/01/2023,12/31/2023,   ,,2190 W WAYZATA BLVD Long Lake MN 55356,"2190 Wayzata Blvd, Long Lake, MN 55356, USA",44.9893466,-93.5787654,
