,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22
223,830355,Child Care Center,Children of Hope Preschool,5730 179th Ln,,,Ramsey,MN,55303     ,Anoka,(763) 753-2057,Active,Cross of Hope Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1997,01/01/2023,12/31/2023,   ,
224,1088719,Child Care Center,Children of Joy Preschool,825 Golf Ave SW,,,Pine City,MN,55063     ,Pine,(320) 629-2985,Active,Children of Joy Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2018,01/01/2023,12/31/2023,   ,
225,1021418,Child Care Center,Children of Tomorrow,1490 LAKE DR W,,,Chanhassen,MN,55317-8518,Carver,(952) 448-7829,Active,COT Learning Center Inc.,205,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2003,01/01/2023,12/31/2023,   ,
226,1046049,Child Care Center,"Children of Tomorrow Learning Center, Waconia Inc",410 10TH ST E,,,Waconia,MN,55387-4552,Carver,(952) 443-9900,Active,"Children of Tomorrow Learning Center, Waconia Inc.",162,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/04/2007,01/01/2023,12/31/2023,   ,
227,1088343,Child Care Center,Children of Tomorrow Learning Centers Carver,4745 Dahlgren Rd,,,Carver,MN,55315     ,Carver,(952) 466-2603,Active,"COT Learning Center Carver, Inc.",137,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2017,01/01/2023,12/31/2023,   ,
228,1083642,Child Care Center,Children of Tomorrow NYA,316 W Hwy 212,,,Norwood Young America,MN,55368     ,Carver,(952) 467-2610,Active,"COT Learning Center NYA, Inc.",88 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/03/2017,01/01/2023,12/31/2023,   ,
229,800425,Child Care Center,Children Village Montessori Day Care Center Inc.,2515 E 26TH ST,,,Minneapolis,MN,55406-1238,Hennepin,(612) 378-7730,Active,Children Village Montessori Day Care Center Inc.,126,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/02/1976,01/01/2023,12/31/2023,   ,
230,804287,Child Care Center,Children's Ark Hourly Child Care Program (The),7520 Golden Vly Rd,,,Golden Valley,MN,55427     ,Hennepin,(763) 545-9042,Active,Calvary Lutheran Church of Golden Valley,34 ,Service: Drop-In child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1964,01/01/2023,12/31/2023,   ,
231,800056,Child Care Center,Children's Center (The),605 James Ave,,,Albert Lea,MN,56007     ,Freeborn,(507) 373-7979,Active,Children's Center (The),157,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1986,01/01/2023,12/31/2023,   ,
232,803874,Child Care Center,Children's Center (The),801 Luther Place,,,Albert Lea,MN,56007     ,Freeborn,(507) 373-7979,Active,Children's Center (The),48 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1991,01/01/2023,12/31/2023,   ,
233,802483,Child Care Center,Children's Center Montessori School (The),1536 Minnehaha Ave W,,,Saint Paul,MN,55104-1208,Ramsey,(651) 645-6053,Active,"Children's Center, Inc. (The)",30 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/31/1971,01/01/2023,12/31/2023,   ,
234,800396,Child Care Center,Children's Corner Early Learning Center,3821 Abbott Dr Rm 201 & 201A,,,Willmar,MN,56201     ,Kandiyohi,(320) 235-2529,Active,Willmar Assembly of God,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/07/1972,01/01/2023,12/31/2023,   ,
235,800394,Child Care Center,Children's Corner Learning Center,2300 COLLEGE WAY,P.O. BOX 696,,Fergus Falls,MN,56537-1062,Otter Tail,(218) 739-2847,Active,Fergus Falls Community Child Care Center,82 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/16/1971,01/01/2023,12/31/2023,   ,
236,800397,Child Care Center,Children's Country Day School,1588 S Victoria Rd, , ,Mendota Heights,MN,55118-3658,Dakota,(651) 454-4000,Active,"Children's Country Day School, Inc.",135,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/13/1977,01/01/2023,12/31/2023,   ,
237,800398,Child Care Center,Children's Country Preschool,11024 CHURCH ST NE,,,Hanover,MN,55341-4035,Wright,(763) 498-8938,Active,St. Paul's Lutheran Church,58 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1973,01/01/2023,12/31/2023,   ,
238,800399,Child Care Center,Children's Day Montessori,3124 Southway Dr, ,,Saint Cloud,MN,56301     ,Stearns,(320) 251-0865,Active,Children's Day Montessori,80 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/01/1986,01/01/2023,12/31/2023,   ,
239,1014894,Child Care Center,Children's Discovery Academy of Early Learning,3665 Talmage Circle, , ,Vadnais Heights,MN,55110     ,Ramsey,(651) 653-9871,Active,"Children's Discovery Child Care & Learning Centers, Inc.",134,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2002,01/01/2023,12/31/2023,   ,
240,1014899,Child Care Center,Children's Discovery Academy of Early Learning,433 E Little Canada Rd, , ,Little Canada,MN,55117     ,Ramsey,(651) 484-4931,Active,"Children's Discovery Child Care & Learning Centers, Inc.",118,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2002,01/01/2023,12/31/2023,   ,
241,800403,Child Care Center,Children's Farm School,13241 30th St N,,,Stillwater,MN,55082     ,Washington,(651) 439-7745,Active,Childrens Farm Inc D/B/A Childrens Farm School (The),20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1976,01/01/2023,12/31/2023,   ,
242,809321,Child Care Center,Children's House,150 Wiecking Center,"MN State University, Mankato",,Mankato,MN,56001-6061,Blue Earth,(507) 389-1645,Active,Minnesota State University,90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/21/1995,01/01/2023,12/31/2023,   ,
243,800419,Child Care Center,Children's Kingdom Preschool,911 S Prairie Ave,,,Fairmont,MN,56031     ,Martin,(507) 235-2650,Active,St. John Vianney School,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/17/1990,01/01/2023,12/31/2023,   ,
244,1095453,Child Care Center,Children's School (The) ,3121 GROVELAND SCHOOL RD,,,Wayzata,MN,55391-2817,Hennepin,(952) 381-7658,Active,The Children's School LLC,27 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2018,01/01/2023,12/31/2023,   ,
245,1005240,Child Care Center,Children's Way Preschool,3382 North Lexington Ave, , ,Shoreview,MN,55126     ,Ramsey,(651) 484-5719,Active,Presbyterian Church of the Way,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/25/2000,01/01/2023,12/31/2023,   ,
246,810864,Child Care Center,Children's Workshop,2190 W WAYZATA BLVD,,,Long Lake,MN,55356-9587,Hennepin,(763) 577-4244,Active,Children's Workshop,121,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1996,01/01/2023,12/31/2023,   ,
247,1057341,Child Care Center,Childrens Corner,322 6th Ave SW,,,Perham,MN,56573     ,Otter Tail,(218) 346-5440,Active,Fergus Falls Community Child Care Center,42 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/14/2010,01/01/2023,12/31/2023,   ,
248,802485,Child Care Center,Childrens Place (The),3703 Fairway Place NW,,,Rochester,MN,55901     ,Olmsted,(507) 289-0811,Active,Children's Place (The),74 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/05/1972,01/01/2023,12/31/2023,   ,
249,804270,Child Care Center,Chisholm Head Start,Vaughan Steffensrud School,1000 1st Ave NE,,Chisholm,MN,55719     ,St. Louis,(218) 254-2275,Active,"Arrowhead Economic Opportunity Agency, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/01/1976,01/01/2023,12/31/2023,   ,
250,806293,Child Care Center,Christ Church Preschool,15849 NE 90th St,,,Otsego,MN,55330     ,Wright,(763) 441-5097,Active,Christ Church,30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/13/1993,01/01/2023,12/31/2023,   ,
251,802378,Child Care Center,Christ Community Lutheran Preschool,512 County Rd 10, , ,Watertown,MN,55388     ,Carver,(952) 955-1419,Active,Christ Community Lutheran School,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/27/1990,01/01/2023,12/31/2023,   ,
252,1092943,Child Care Center,Christ Lutheran Little Lambs Preschool,"13815 Cherrywood Drive,",,,Baxter,MN,56425     ,Crow Wing,(218) 829-4105,Active,Christ Evangelical Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2018,01/01/2023,12/31/2023,   ,
253,1107825,Child Care Center,Christ Lutheran Preschool,2475 17TH AVE E,,,North St Paul,MN,55109-1848,Ramsey,(651) 777-1450,Active,Christ Ev.Lutheran Church of North St. Paul,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/07/2021,01/01/2023,12/31/2023,   ,
254,802475,Child Care Center,Christ Memorial Tender Learning Center,13501 Sunset Trl, ,,Plymouth,MN,55441     ,Hennepin,(763) 544-3303,Active,Christ Memorial Lutheran Church,91 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/06/1986,01/06/2023,12/31/2023,   ,
255,1021919,Child Care Center,Christ Victorious Preschool,9860 Shady Oak Drive,,,Chaska,MN,55318     ,Carver,(952) 443-2993,Active,Christ Victorious Lutheran Church,24 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/26/2003,01/01/2023,12/31/2023,   ,
256,1001317,Child Care Center,Christian Day Child Academy,Attn:  Debra Karban,16075 Hawthorn Path,,Lakeville,MN,55044     ,Dakota,(952) 431-2025,Active,Minnesota Valley Free Lutheran Church,29 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/16/1999,01/01/2023,12/31/2023,   ,
257,1059534,Child Care Center,Christinas Child Care Center Inc,5510 W Broadway Ave,,,Crystal,MN,55428     ,Hennepin,(763) 390-5870,Active,Christinas Child Care Center Inc,91 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/16/2011,01/01/2023,12/31/2023,   ,
258,1060807,Child Care Center,Circulo de Amigos,2830 Cedar Ave S,,,Minneapolis,MN,55407     ,Hennepin,(612) 722-4737,Active,Circulo de Amigos Child Care Center LLC,79 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/06/2015,01/01/2023,12/31/2023,   ,
259,1078835,Child Care Center,City Child Care Center LLC,2628 Nicollet Ave S,,,Minneapolis,MN,55408     ,Hennepin,(612) 545-5154,Active,City Child Care Center LLC,95 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/16/2015,01/01/2023,12/31/2023,   ,
260,1061168,Child Care Center,City of Lakes Waldorf School,2344 NICOLLET AVE,,,Minneapolis,MN,55404-3372,Hennepin,(612) 767-1550,Active,City of Lakes Waldorf School,28 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/20/2014,01/01/2023,12/31/2023,   ,
261,1092201,Child Care Center,City of Lakes Waldorf School Loring Early Childhood Program,519 Oak Grove St,,,Minneapolis,MN,55403     ,Hennepin,(612) 767-1550,Active,City of Lakes Waldorf School,48 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/13/2018,01/01/2023,12/31/2023,   ,
262,800494,Child Care Center,Civic League Day Nursery,427 6th Ave SW, ,,Rochester,MN,55902     ,Olmsted,(507) 282-5368,Active,Civic League Day Nursery,84 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/01/1930,01/01/2023,12/31/2023,   ,
264,1110661,Child Care Center,Clinton Head Start,601 1ST ST,,,Clinton,MN,56225-5178,Big Stone,(320) 325-5224,Active,"Prairie Five Community Action Council, Incorporated",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/24/2022,01/01/2023,12/31/2023,   ,
265,1107822,Child Care Center,"Clinton Learning Center, Inc.",3012 CLINTON AVE STE 2,,,Minneapolis,MN,55408-2421,Hennepin,(612) 532-2967,Active,"Clinton Learning Center, Inc.",88 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/29/2022,01/01/2023,12/31/2023,   ,
266,1053470,Child Care Center,Close to My Heart,1740 Van Dyke St,Attn Anne Hennessey,,Maplewood ,MN,55109     ,Ramsey,(651) 307-1492,Active,Close to My Heart ,93 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/16/2009,01/01/2023,12/31/2023,   ,
267,1115014,Child Care Center,Cloud Academy LLC,405 33RD AVE N,,,Saint Cloud,MN,56303-3022,Stearns,(320) 224-6458,Active,Cloud Academy LLC,88 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/06/2022,01/01/2023,12/31/2023,   ,
268,1093743,Child Care Center,Clover Kids Child Care,190 MCGRANN ST,,,Green Isle,MN,55338-4400,Sibley,(507) 326-7144,Active,Green Isle Community School,44 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2018,01/01/2023,12/31/2023,   ,
